x,y,z
1.0,4.0,1024
1.1,4.0,1024
1.2,4.0,1024
1.3,4.0,1024
1.4,4.0,1024
1.5,4.0,1024
1.6,4.0,1024
1.7000000000000002,4.0,1024
1.8,4.0,1024
1.9,4.0,1024
2.0,4.0,1024
2.1,4.0,1024
2.2,4.0,1024
2.3,4.0,1024
2.4000000000000004,4.0,1024
2.5,4.0,1024
2.6,4.0,1024
2.7,4.0,1024
2.8,4.0,1024
2.9000000000000004,4.0,1024
