x,y,z
0.1,3,7222041363087360
0.2,5,32097961613721600
0.3,5,118881339310080000
0.4,6,1502894956216320000
0.5,6,12524124635136000000
0.6,7,752073814799548416000
0.7,7,1804977155518916198400
0.7999999999999999,9,5685678039884586024960
0.8999999999999999,11,78145512418238791680000
0.9999999999999999,11,444753526653229989888000
1.0999999999999999,13,1191483098128648765440000
1.2,13,2723389938579768606720000
1.3,14,6731144021032958951424000
1.4,15,10156815531737232703488000
1.5,16,36294908454608621587660800
1.5999999999999999,16,44899736849567115305287680
1.7,17,79864905808033024573440000
1.8,17,147954857554625282703360000
1.9,20,419722340389517839564800000
2.0,21,580610041950348981043200000
2.0999999999999996,22,1645349241716432067310387200
2.1999999999999997,24,5672180648115520363560960000
2.3,25,9470111336250966823403520000
2.4,26,19182627270714802883788800000
2.5,26,29415779285451508694384640000
2.6,27,55034702772239817768960000000
2.6999999999999997,29,113470806320756089392212213760
2.8,31,209423059438068131954688000000
2.9,32,275286018413452705608499200000
3.0,33,436573017848595367014715883520
3.0999999999999996,34,631319744525125212690186240000
3.1999999999999997,36,1088111468756944324185292800000
3.3,36,1171606483696524874009804800000
3.4,39,1794769308807619452726568550400
3.5,39,2332761574749886779772077342720
3.5999999999999996,40,3603480297935906635870371840000
3.6999999999999997,42,4800737100970512121602244608000
3.8,45,8445900793003367682577268736000
3.9,47,12905431142144486059813109760000
4.0,50,21861632392549329429111767040000
